Gender,Marital Status,Occupation,Location,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Balance,NumOfProducts,NumComplaints,Age,Exited
Male,Divorced,Banker,Mzimba,10,SME,Phone,586,9,6230398,0.0,2,4,34,0
Male,Single,Engineer,Dedza,18,SME,Email,592,18,2225496,63227.0,1,1,42,0
Female,Divorced,Businessperson,Likoma,13,Retail,Phone,423,7,2113143,94521.17,2,1,41,0
Male,Divorced,Driver,Rumphi,19,Retail,Email,516,3,9815605,0.0,2,3,27,0
Female,Divorced,Banker,Mchinji,6,Retail,Email,471,4,7345247,112822.26,1,2,34,1
Male,Divorced,Civil Servant,Ntcheu,4,Corporate,Phone,682,5,2013845,0.0,4,3,38,0
Male,Divorced,Banker,Mangochi,8,SME,Phone,503,1,4275611,135903.33,3,1,25,0
Female,Married,Banker,Kasungu,14,Retail,Email,714,6,4053073,125169.26,1,1,31,0
Female,Single,Teacher,Lilongwe,15,SME,Email,746,1,9607795,0.0,3,3,44,1
Male,Married,Driver,Neno,10,SME,Email,849,10,3441425,149117.31,3,4,58,0
Male,Married,Businessperson,Kasungu,17,Retail,Email,347,5,3605356,0.0,1,1,33,0
Female,Married,Driver,Phalombe,15,Retail,Phone,524,18,2980249,0.0,3,1,31,0
Female,Single,Businessperson,Blantyre,11,SME,Phone,834,17,4009015,132311.71,3,0,36,0
Male,Divorced,Teacher,Neno,5,SME,Phone,320,15,3820332,0.0,4,4,35,0
Female,Single,Teacher,Nkhata Bay,1,Corporate,Phone,352,19,6598790,0.0,2,5,33,0
Male,Single,Farmer,Mulanje,8,Corporate,Phone,414,12,1322560,118082.89,4,4,33,0
Male,Married,Engineer,Mzimba,19,Retail,Email,576,12,7762663,119266.69,2,2,31,0
Male,Married,Teacher,Karonga,19,Retail,Phone,757,19,9401540,0.0,1,3,43,1
Male,Divorced,Teacher,Nsanje,18,Retail,Email,840,7,7134609,156847.29,1,1,35,0
Male,Single,Nurse,Chiradzulu,5,SME,Phone,805,2,2288380,137104.47,4,4,50,1
Male,Married,Farmer,Chitipa,8,SME,Email,541,9,9366949,78398.69,2,4,31,0
Female,Married,Driver,Chikwawa,13,SME,Email,848,20,5781420,0.0,3,5,80,0
Male,Divorced,Student,Balaka,9,Corporate,Email,378,15,2552567,63669.42,2,1,30,0
Male,Single,Farmer,Balaka,2,SME,Email,583,8,9952659,0.0,1,4,38,0
Female,Divorced,Nurse,Mchinji,13,Corporate,Email,749,8,737516,135296.33,3,0,59,0
Male,Single,Nurse,Thyolo,13,Retail,Phone,842,19,1205461,153804.44,2,1,36,0
Male,Single,Engineer,Mangochi,8,SME,Email,737,1,3255931,0.0,1,2,37,0
Male,Divorced,Banker,Thyolo,3,SME,Email,387,17,6650745,147069.78,1,1,49,1
Male,Single,Driver,Chiradzulu,20,Corporate,Phone,657,11,2417793,0.0,1,0,42,0
Female,Divorced,Banker,Balaka,6,Corporate,Email,396,16,6414274,0.0,4,1,22,0
Male,Married,Student,Mulanje,4,Retail,Phone,795,3,2233447,95741.75,4,4,24,0
Female,Single,Engineer,Chiradzulu,15,Corporate,Phone,651,5,2785136,145965.33,3,4,57,0
Female,Single,Banker,Nkhotakota,4,SME,Phone,741,11,9585271,141441.75,4,5,30,0
Male,Divorced,Civil Servant,Nkhata Bay,17,Retail,Email,596,5,2024208,139290.41,2,4,40,1
Female,Single,Civil Servant,Zomba,8,Retail,Email,761,1,9216522,0.0,3,5,31,0
Male,Married,Banker,Ntcheu,1,Retail,Phone,806,14,4949641,0.0,1,4,30,0
Male,Married,Student,Salima,13,SME,Email,760,2,811738,144428.87,1,4,35,0
Male,Married,Student,Chikwawa,18,SME,Email,816,16,8345309,0.0,4,0,35,0
Female,Married,Driver,Mangochi,19,SME,Phone,806,1,2399389,95441.27,3,0,46,1
Male,Divorced,Engineer,Phalombe,9,Retail,Email,317,4,9560405,144848.74,4,1,35,0
Male,Divorced,Engineer,Ntcheu,5,Retail,Phone,743,4,8693809,116244.14,1,2,26,0
Male,Single,Civil Servant,Machinga,14,Corporate,Email,554,20,3085758,0.0,1,0,50,0
Female,Divorced,Nurse,Mzimba,12,Retail,Phone,747,14,2703381,146502.07,1,0,40,0
Male,Married,Businessperson,Blantyre,19,Corporate,Email,608,20,4436979,117028.6,1,2,44,0
Female,Single,Farmer,Kasungu,3,SME,Email,531,13,5167154,112013.81,1,4,30,1
Female,Single,Farmer,Balaka,14,Retail,Phone,410,19,2363093,108269.37,1,3,37,0
Male,Divorced,Driver,Phalombe,16,Retail,Email,693,5,3329600,182123.79,4,2,29,1
Female,Married,Banker,Chitipa,18,Retail,Phone,521,19,1606551,150923.74,4,5,32,0
Male,Married,Teacher,Rumphi,10,SME,Email,655,8,2114024,0.0,4,5,33,0
Female,Married,Engineer,Rumphi,20,SME,Email,771,1,7952287,165272.13,3,2,39,1
Female,Married,Teacher,Lilongwe,19,SME,Phone,618,19,4159180,115301.31,1,2,39,1
Female,Single,Driver,Likoma,15,Corporate,Email,319,3,7180095,129502.49,4,3,40,1
Male,Married,Businessperson,Mwanza,7,Corporate,Email,718,18,3395079,118342.26,1,1,31,0
Female,Single,Teacher,Dowa,11,Corporate,Email,351,19,4276507,0.0,4,2,47,0
Male,Single,Farmer,Lilongwe,19,Retail,Phone,300,12,4530824,0.0,1,3,22,0
Female,Single,Nurse,Nkhotakota,10,Retail,Phone,737,4,8033997,0.0,3,5,25,0
Female,Divorced,Nurse,Zomba,5,Retail,Phone,534,20,78084,0.0,4,4,43,0
Female,Divorced,Student,Nkhotakota,5,Retail,Email,836,3,502557,106937.05,3,5,34,0
Male,Divorced,Student,Balaka,13,SME,Phone,336,1,3701035,170331.37,4,3,59,0
Female,Divorced,Teacher,Nkhata Bay,5,Retail,Phone,748,2,4920075,114510.85,1,4,32,0
Male,Married,Civil Servant,Balaka,1,Corporate,Email,311,4,7143990,0.0,1,5,39,0
Male,Divorced,Civil Servant,Rumphi,14,Retail,Email,420,1,1701048,107594.11,4,5,32,0
Male,Single,Engineer,Likoma,2,SME,Phone,533,9,9848015,81273.13,2,2,39,0
Female,Single,Driver,Thyolo,17,SME,Phone,326,10,180808,169399.6,3,3,32,0
Male,Married,Businessperson,Nkhotakota,12,SME,Email,535,11,1149053,0.0,1,5,25,0
Female,Single,Teacher,Neno,8,Corporate,Email,476,14,4322217,187841.99,4,1,45,0
Male,Single,Driver,Mulanje,10,SME,Email,820,11,5235914,0.0,3,3,30,0
Female,Married,Civil Servant,Chitipa,1,Retail,Email,459,9,394956,126776.3,3,2,57,0
Male,Single,Civil Servant,Rumphi,16,SME,Email,849,10,4183119,126436.29,1,3,34,1
Male,Married,Engineer,Nkhata Bay,14,SME,Phone,804,2,9335340,101960.74,4,4,41,0
Male,Single,Student,Dowa,13,SME,Phone,342,4,4234344,0.0,2,5,58,0
Male,Single,Student,Mulanje,12,Corporate,Email,403,9,4113864,0.0,2,3,28,0
Female,Married,Nurse,Chikwawa,11,SME,Email,638,15,1333107,150842.93,4,5,45,1
Female,Married,Civil Servant,Ntcheu,2,Corporate,Email,566,17,7653780,102535.57,4,5,50,0
Female,Single,Nurse,Machinga,10,Retail,Email,649,11,7097810,99027.61,3,5,29,0
Male,Married,Businessperson,Mangochi,7,Retail,Phone,813,5,1950221,0.0,2,1,68,0
Female,Divorced,Banker,Blantyre,19,Retail,Email,726,19,1501532,0.0,3,2,33,0
Female,Divorced,Nurse,Likoma,4,Corporate,Phone,614,13,3249301,87271.41,3,1,42,0
Female,Married,Businessperson,Chiradzulu,16,SME,Email,344,19,4804281,102742.91,3,1,35,0
Male,Divorced,Civil Servant,Dedza,10,Corporate,Phone,724,11,9392600,40105.51,1,2,34,0
Female,Married,Engineer,Nsanje,8,Corporate,Phone,609,8,8973414,152265.43,1,1,29,0
Male,Divorced,Nurse,Ntcheu,7,SME,Phone,481,10,7726817,141947.67,3,5,42,0
Female,Single,Student,Mzimba,6,Retail,Phone,568,1,2132022,106307.91,1,4,75,0
Male,Divorced,Engineer,Mangochi,7,SME,Phone,742,3,3605161,107884.81,3,3,31,0
Male,Divorced,Engineer,Nkhotakota,9,Corporate,Phone,508,15,6252977,125013.72,2,5,31,0
Male,Married,Banker,Nkhotakota,7,SME,Phone,767,19,569305,58469.37,1,3,35,0
Female,Divorced,Businessperson,Mzimba,19,Corporate,Email,305,3,5807359,0.0,4,0,39,0
Male,Single,Civil Servant,Salima,3,SME,Phone,498,13,1383550,117231.63,2,4,45,1
Male,Married,Student,Likoma,16,Corporate,Phone,550,13,8337590,152390.26,3,2,35,0
Female,Married,Student,Thyolo,8,Retail,Phone,364,10,951786,34013.63,1,4,30,0
Female,Single,Driver,Salima,7,Retail,Phone,801,8,144267,0.0,4,1,39,1
Female,Married,Student,Phalombe,2,Corporate,Phone,422,1,8703536,0.0,4,0,50,0
Male,Single,Teacher,Rumphi,10,Corporate,Phone,369,17,6168131,101583.11,2,3,36,0
Female,Divorced,Nurse,Thyolo,19,SME,Phone,839,9,3459604,77168.87,1,4,30,0
Male,Divorced,Businessperson,Dedza,7,Corporate,Phone,530,11,9785077,124695.72,1,2,28,0
Male,Married,Teacher,Zomba,5,Retail,Phone,496,20,4396284,105934.96,2,0,44,0
Female,Married,Engineer,Likoma,16,Corporate,Phone,482,2,2656793,0.0,4,0,66,0
Male,Divorced,Banker,Mangochi,1,Corporate,Email,641,9,6367456,0.0,1,2,46,0
Male,Divorced,Civil Servant,Blantyre,8,Corporate,Phone,363,14,6069541,0.0,4,4,62,0
Female,Married,Businessperson,Ntchisi,4,Corporate,Email,802,3,1910654,0.0,2,0,45,0
Female,Divorced,Student,Dedza,20,Retail,Email,395,9,1891670,161525.96,3,2,21,0
Female,Single,Engineer,Mangochi,14,SME,Phone,701,18,3378019,147199.07,2,2,29,0
Male,Single,Civil Servant,Rumphi,20,Corporate,Phone,510,8,2946478,183102.29,4,2,38,0
Male,Divorced,Driver,Karonga,3,SME,Email,664,11,7075906,127209.0,4,0,46,1
Male,Divorced,Driver,Salima,18,Retail,Email,523,15,141076,0.0,3,1,38,1
Female,Single,Businessperson,Kasungu,11,SME,Phone,542,14,9050682,97378.54,1,4,24,0
Female,Single,Teacher,Rumphi,16,Retail,Email,424,12,851121,136925.09,2,3,37,0
Male,Single,Teacher,Rumphi,12,SME,Email,704,4,5926278,54503.55,2,3,33,0
Male,Divorced,Engineer,Chitipa,16,SME,Phone,455,6,3853554,155726.85,1,5,32,0
Female,Married,Farmer,Mwanza,8,SME,Email,759,6,4351031,0.0,3,2,39,0
Female,Married,Farmer,Dowa,20,Retail,Phone,836,3,6507712,135842.41,2,2,66,1
Male,Divorced,Engineer,Chitipa,19,Corporate,Phone,723,8,9555333,63349.75,3,4,52,0
Female,Divorced,Nurse,Chitipa,17,Retail,Phone,528,17,1991234,129499.42,1,3,38,0
Male,Divorced,Nurse,Balaka,17,SME,Email,601,1,2907500,0.0,4,4,52,0
Male,Single,Student,Blantyre,7,Corporate,Phone,458,2,3623026,70438.01,2,3,36,0
Male,Married,Student,Likoma,6,Corporate,Email,836,8,9638467,0.0,2,5,23,0
Male,Married,Teacher,Phalombe,10,SME,Phone,485,5,2317987,0.0,3,3,36,0
Female,Married,Banker,Kasungu,3,Corporate,Email,336,13,3393326,141434.04,3,3,49,1
Female,Single,Farmer,Mchinji,3,Retail,Email,363,16,8519382,0.0,2,1,37,0
Male,Divorced,Businessperson,Machinga,5,Corporate,Phone,456,15,7283164,152958.29,1,3,37,0
Female,Married,Teacher,Dowa,4,Retail,Email,348,11,5733879,138306.34,1,5,41,0
Male,Divorced,Nurse,Balaka,12,Corporate,Email,837,14,7043317,0.0,2,2,23,0
Male,Divorced,Civil Servant,Mchinji,2,Retail,Phone,561,19,1495839,0.0,2,5,38,0
Female,Married,Banker,Nsanje,6,SME,Email,575,8,971809,124328.84,3,1,31,0
Female,Single,Driver,Dowa,15,SME,Email,610,11,4033204,181461.48,3,1,41,1
Male,Single,Nurse,Nkhata Bay,1,SME,Email,385,12,7800329,0.0,1,4,35,0
Male,Married,Engineer,Mzimba,10,Corporate,Phone,798,17,3572368,0.0,2,1,26,0
Female,Single,Civil Servant,Zomba,5,SME,Phone,766,15,8055204,110368.03,4,2,61,1
Female,Married,Banker,Ntcheu,8,SME,Phone,605,10,1706131,89588.35,2,3,39,0
Female,Divorced,Farmer,Karonga,19,Retail,Email,808,1,9078940,0.0,2,2,46,0
Female,Divorced,Nurse,Kasungu,18,SME,Email,366,17,7751378,0.0,4,2,28,0
Female,Single,Businessperson,Zomba,5,SME,Phone,308,12,5669313,115924.89,1,1,60,1
Female,Divorced,Engineer,Nkhotakota,17,SME,Phone,799,12,9598991,0.0,1,0,38,0
Male,Divorced,Nurse,Machinga,17,SME,Phone,378,3,1728268,111756.5,3,4,40,1
Female,Single,Businessperson,Mulanje,3,SME,Email,394,6,6693773,0.0,2,2,35,0
Male,Married,Driver,Mwanza,18,SME,Email,540,3,3658881,0.0,1,2,39,0
Male,Divorced,Businessperson,Kasungu,12,Retail,Phone,744,3,722572,162923.85,2,5,26,0
Male,Single,Engineer,Thyolo,13,Corporate,Email,549,18,9536680,124576.65,2,1,39,0
Male,Single,Civil Servant,Karonga,12,Corporate,Phone,562,2,9857320,80793.58,4,5,45,0
Female,Married,Engineer,Thyolo,13,SME,Phone,672,1,6251302,71340.09,1,0,40,0
Male,Married,Driver,Chitipa,5,Retail,Phone,828,12,567764,99282.63,2,2,40,1
Male,Divorced,Nurse,Ntchisi,12,Corporate,Phone,722,13,1377478,137946.39,3,5,57,1
Male,Divorced,Nurse,Salima,1,Corporate,Phone,758,10,7379532,127892.57,2,5,41,0
Female,Married,Civil Servant,Machinga,14,Retail,Phone,575,2,424696,101084.36,1,5,33,0
Female,Single,Teacher,Kasungu,8,Retail,Email,824,19,2062959,114754.08,1,0,37,1
Male,Divorced,Nurse,Zomba,4,Retail,Email,689,9,320940,0.0,4,5,33,0
Female,Single,Driver,Thyolo,11,Corporate,Phone,762,11,8329627,99286.98,3,1,51,0
Female,Married,Banker,Blantyre,7,SME,Email,579,2,3305230,79871.02,3,4,30,0
Male,Married,Engineer,Salima,14,Retail,Email,425,6,4342082,104088.59,1,4,35,0
Female,Divorced,Nurse,Dowa,20,SME,Phone,707,5,1660016,168190.33,3,1,38,0
Female,Divorced,Driver,Dedza,15,Retail,Email,491,10,311697,85679.25,2,1,42,0
Female,Divorced,Banker,Mwanza,12,Corporate,Phone,673,14,3106434,0.0,3,1,35,0
Female,Divorced,Banker,Mulanje,12,Retail,Phone,758,5,2529671,0.0,2,3,31,0
Female,Married,Student,Mzimba,2,Corporate,Email,611,19,2573950,121551.58,2,3,34,0
Male,Divorced,Teacher,Rumphi,8,Corporate,Email,429,10,6547054,122220.19,3,3,46,0
Male,Married,Nurse,Ntchisi,12,Corporate,Phone,783,2,5172700,116528.15,3,0,47,1
Female,Divorced,Student,Ntchisi,9,Corporate,Email,451,11,6137653,77780.29,2,1,26,0
Male,Single,Banker,Mzimba,4,SME,Email,735,3,4202364,0.0,1,4,37,0
Male,Married,Civil Servant,Nkhata Bay,9,SME,Email,572,16,21797,125832.2,3,1,40,0
Female,Single,Nurse,Mulanje,1,SME,Phone,371,17,662457,68065.8,1,2,38,1
Female,Single,Driver,Salima,2,SME,Phone,814,3,5657376,127299.34,3,5,47,0
Female,Single,Nurse,Nsanje,12,SME,Email,709,2,5132835,174937.64,4,5,38,0
Male,Married,Farmer,Chikwawa,20,Retail,Phone,487,8,6591992,0.0,1,3,40,0
Male,Married,Farmer,Likoma,4,SME,Phone,604,17,8892188,110071.1,1,3,31,0
Female,Married,Driver,Chiradzulu,11,Corporate,Phone,538,7,5245836,139432.37,2,4,44,0
Female,Divorced,Teacher,Mulanje,4,Corporate,Email,607,9,3810248,127357.76,3,0,39,0
Male,Married,Driver,Nsanje,20,Retail,Phone,387,7,9943540,0.0,2,4,36,0
Male,Married,Businessperson,Salima,11,Retail,Phone,553,16,2478893,0.0,2,5,33,0
Male,Single,Driver,Mzimba,2,Retail,Phone,795,3,8395937,0.0,4,4,38,0
Male,Divorced,Driver,Mzimba,6,Corporate,Email,556,12,6253052,95556.31,2,0,43,1
Male,Single,Driver,Likoma,4,Corporate,Phone,586,6,5776591,0.0,4,5,37,0
Male,Married,Engineer,Chiradzulu,5,SME,Email,686,17,4593275,111681.98,3,4,29,0
Male,Divorced,Teacher,Lilongwe,7,Corporate,Email,555,12,4262128,0.0,3,0,39,0
Female,Divorced,Civil Servant,Phalombe,16,Corporate,Email,404,5,5822069,108738.71,3,3,25,0
Female,Single,Farmer,Likoma,5,SME,Email,502,8,9452046,133950.37,3,5,32,1
Male,Divorced,Nurse,Balaka,7,Retail,Email,666,20,9918549,0.0,4,1,26,0
Male,Divorced,Engineer,Nkhotakota,2,Corporate,Phone,680,20,1384958,89968.69,1,5,33,0
Female,Divorced,Banker,Mzimba,4,Retail,Phone,830,8,888621,0.0,2,1,32,0
Female,Married,Nurse,Zomba,13,Corporate,Phone,761,2,9141402,130878.75,2,4,38,1
Male,Single,Banker,Chitipa,6,SME,Email,390,8,8409696,0.0,3,2,35,0
Male,Single,Driver,Lilongwe,16,Retail,Email,790,3,9380028,0.0,3,0,35,0
Male,Single,Farmer,Likoma,14,Retail,Email,377,5,5995127,134169.62,3,1,27,0
Male,Married,Student,Chikwawa,15,Corporate,Email,703,1,4285094,149762.08,2,2,37,1
Male,Married,Businessperson,Machinga,18,SME,Email,658,11,579280,93844.69,2,0,26,0
Male,Single,Nurse,Chikwawa,5,SME,Email,716,8,5831562,0.0,4,0,28,0
Female,Divorced,Student,Mangochi,16,SME,Phone,386,11,7922342,0.0,4,4,33,0
Male,Married,Businessperson,Mzimba,9,Retail,Phone,562,9,395130,141078.37,1,4,46,1
Female,Married,Driver,Mulanje,19,SME,Phone,507,8,5770426,117992.59,2,2,31,0
Female,Married,Banker,Ntcheu,20,SME,Phone,371,15,2931566,100812.33,1,5,40,0
Male,Divorced,Nurse,Machinga,1,SME,Phone,811,10,4493969,0.0,2,2,38,0
Male,Divorced,Teacher,Machinga,16,Retail,Email,825,18,9243211,80262.6,3,4,29,0
Male,Single,Farmer,Nkhata Bay,12,SME,Phone,821,16,7496512,156478.62,2,3,34,0
Female,Single,Nurse,Kasungu,3,Retail,Email,573,3,207619,0.0,2,2,23,0
Male,Divorced,Civil Servant,Neno,12,SME,Phone,721,3,6336161,0.0,1,4,37,0
Male,Married,Banker,Dowa,20,Retail,Email,821,4,8364708,115217.99,4,5,37,0
Male,Married,Student,Likoma,20,Corporate,Email,609,15,4237517,0.0,1,3,61,1
Female,Married,Businessperson,Neno,4,Retail,Email,506,7,5261919,155470.55,4,5,35,0
Male,Single,Civil Servant,Mzimba,9,Corporate,Email,356,20,2383764,0.0,1,1,37,0
Male,Divorced,Nurse,Chiradzulu,16,Corporate,Phone,485,7,1303182,135096.77,2,4,39,1
Male,Single,Civil Servant,Kasungu,17,Corporate,Email,523,11,9222135,0.0,2,0,30,0
Female,Divorced,Teacher,Nkhotakota,12,Retail,Email,570,4,465787,180075.22,2,3,55,0
Male,Single,Civil Servant,Phalombe,15,Corporate,Email,685,7,9286654,97541.24,4,4,29,0
Female,Divorced,Teacher,Machinga,15,Retail,Phone,533,2,3242178,156067.05,1,0,41,0
Female,Married,Civil Servant,Nkhotakota,8,SME,Phone,640,1,4222516,81550.94,3,0,38,0
Female,Married,Driver,Nkhotakota,20,Retail,Email,750,10,4066583,0.0,1,1,47,1
Female,Married,Civil Servant,Karonga,2,Corporate,Email,706,19,515486,170061.92,2,4,38,1
Male,Single,Student,Dowa,1,SME,Email,495,10,813413,92310.54,3,4,36,0
Female,Divorced,Nurse,Rumphi,17,Retail,Email,663,12,8157954,169089.38,2,0,32,0
Male,Divorced,Civil Servant,Zomba,11,Retail,Email,825,3,8552361,80613.93,2,2,40,0
Male,Single,Farmer,Mulanje,5,SME,Phone,700,12,127653,121581.56,3,1,26,0
Female,Single,Civil Servant,Neno,8,SME,Email,689,3,1272781,0.0,4,0,58,1
Male,Married,Farmer,Ntchisi,8,Retail,Email,450,1,6833661,0.0,1,4,32,0
Male,Single,Driver,Kasungu,19,Retail,Phone,372,1,5835375,0.0,2,0,54,0
Male,Single,Driver,Mangochi,4,Retail,Phone,717,19,4739528,85891.55,1,3,60,1
Male,Divorced,Nurse,Thyolo,18,Retail,Phone,383,6,3642204,77637.35,4,0,44,0
Female,Single,Teacher,Ntchisi,13,SME,Phone,766,12,3148859,0.0,1,2,41,0
Male,Divorced,Banker,Nsanje,11,Retail,Phone,737,5,9013951,0.0,1,1,31,0
Male,Single,Engineer,Machinga,18,Retail,Email,771,17,1032918,116927.89,3,0,30,0
Female,Married,Engineer,Salima,19,SME,Phone,827,2,7521946,137326.65,4,4,40,0
Male,Married,Driver,Chitipa,2,Retail,Phone,565,5,2109611,0.0,2,1,22,0
Female,Divorced,Banker,Mchinji,2,SME,Phone,472,19,4400204,0.0,4,4,37,0
Female,Divorced,Civil Servant,Zomba,13,Corporate,Email,480,19,4776716,67238.98,4,2,31,0
Female,Divorced,Civil Servant,Mulanje,14,SME,Phone,698,5,8725236,86569.76,3,3,38,0
Male,Married,Driver,Rumphi,20,Retail,Email,537,7,565343,0.0,4,4,34,0
Male,Married,Civil Servant,Ntchisi,11,Corporate,Phone,413,17,6333871,133598.4,3,3,34,0
Female,Divorced,Engineer,Chitipa,7,Retail,Email,324,18,4945010,136188.78,2,5,51,1
Male,Divorced,Engineer,Ntchisi,11,Retail,Email,309,7,6861087,0.0,2,5,38,0
Female,Married,Businessperson,Nsanje,2,Corporate,Email,453,5,8666411,0.0,4,5,56,1
Male,Single,Nurse,Neno,20,Corporate,Email,666,10,7049259,120092.52,4,1,37,0
Male,Married,Businessperson,Dowa,3,SME,Phone,524,11,4842400,101238.24,1,0,48,1
Male,Divorced,Farmer,Rumphi,5,Corporate,Email,651,2,2079612,89685.92,4,2,58,0
Female,Divorced,Farmer,Nkhata Bay,9,Retail,Phone,372,15,7245659,211774.31,1,4,35,1
Male,Married,Businessperson,Mchinji,15,Retail,Email,480,15,1808,131317.48,1,2,56,0
Male,Married,Civil Servant,Mangochi,15,Corporate,Email,628,13,958786,93722.73,4,1,37,0
Male,Divorced,Banker,Kasungu,13,Corporate,Phone,502,14,9254710,101160.99,4,3,32,0
Male,Married,Teacher,Nkhotakota,16,SME,Phone,475,20,6152232,120320.54,2,3,48,0
Female,Married,Civil Servant,Nkhata Bay,18,SME,Email,348,8,3978374,0.0,3,4,31,0
Male,Divorced,Businessperson,Phalombe,13,Corporate,Email,757,19,3021675,0.0,4,3,43,0
Male,Married,Driver,Mangochi,9,Retail,Email,525,4,1204759,0.0,3,1,26,0
Female,Married,Businessperson,Ntchisi,7,Corporate,Phone,407,14,6719999,152827.99,4,1,48,1
Male,Single,Civil Servant,Ntcheu,19,Retail,Email,731,4,4846276,64097.75,4,0,30,0
Female,Married,Engineer,Dowa,4,Retail,Phone,562,12,3674924,119035.35,3,5,57,0
Female,Single,Farmer,Chikwawa,12,Corporate,Phone,846,16,3581815,135219.57,4,1,26,0
Male,Divorced,Banker,Mangochi,11,SME,Phone,826,8,655976,93694.42,3,3,32,0
Male,Divorced,Student,Mulanje,16,Retail,Email,582,2,3568194,59408.63,2,4,35,0
Female,Single,Civil Servant,Karonga,5,Corporate,Phone,765,20,8306917,114354.95,2,2,40,0
Male,Single,Engineer,Mulanje,13,Retail,Phone,723,4,7221088,0.0,1,4,59,1
Male,Married,Farmer,Chikwawa,16,SME,Phone,426,5,449341,128173.9,1,3,35,0
Male,Divorced,Teacher,Thyolo,12,Corporate,Phone,512,1,7649473,0.0,4,2,34,0
Female,Single,Businessperson,Nsanje,1,SME,Email,819,17,3659899,114931.35,3,1,62,1
Female,Single,Engineer,Mzimba,6,Retail,Email,444,16,9503687,111071.36,1,1,28,1
Male,Single,Teacher,Rumphi,8,Retail,Phone,430,17,1448827,151226.18,3,2,37,0
Male,Married,Banker,Likoma,8,Corporate,Email,682,9,5458844,0.0,3,1,26,0
Female,Single,Nurse,Ntcheu,9,SME,Email,762,11,2558099,64740.12,4,0,42,0
Male,Married,Engineer,Dedza,3,Corporate,Email,617,11,2183964,169312.13,4,1,51,1
Female,Single,Engineer,Chitipa,11,SME,Phone,497,7,2471849,0.0,2,4,49,1
Female,Single,Farmer,Chiradzulu,11,Retail,Phone,382,17,6992055,112652.08,1,4,44,0
Male,Single,Civil Servant,Nsanje,8,Corporate,Phone,827,20,2739963,0.0,1,0,38,0
Female,Divorced,Businessperson,Karonga,19,Corporate,Email,628,2,4545324,143964.36,1,0,30,0
Male,Divorced,Civil Servant,Mangochi,11,Retail,Email,540,1,1822879,122451.46,1,1,49,0
Male,Single,Driver,Mchinji,2,Retail,Phone,394,4,9676872,0.0,2,4,24,0
Female,Divorced,Nurse,Lilongwe,5,Retail,Email,672,15,5441848,65253.07,1,0,36,0
Male,Single,Driver,Ntcheu,9,SME,Phone,782,9,9181366,106901.94,2,2,47,1
Female,Single,Teacher,Chikwawa,6,SME,Email,441,4,4911672,128509.63,3,5,25,0
Male,Divorced,Businessperson,Neno,19,Corporate,Email,697,12,60936,0.0,4,0,34,0
Male,Single,Driver,Mwanza,3,SME,Phone,800,11,7940296,129834.67,4,3,33,0
Female,Divorced,Student,Chitipa,13,Retail,Email,367,12,3383042,154962.99,3,0,51,1
Male,Single,Engineer,Ntcheu,7,SME,Phone,576,19,8405329,138241.9,4,5,40,0
Male,Divorced,Civil Servant,Blantyre,18,SME,Email,375,13,8535221,91536.93,4,0,41,1
Male,Married,Student,Kasungu,20,Corporate,Email,374,12,8914922,0.0,4,5,53,0
Female,Married,Engineer,Dowa,15,Corporate,Email,748,2,9416839,0.0,4,1,70,0
Female,Married,Nurse,Chitipa,3,Corporate,Phone,655,16,4796602,105204.01,1,4,29,0
Male,Divorced,Driver,Dowa,3,SME,Phone,776,18,3766392,152968.73,4,4,61,0
Male,Divorced,Student,Salima,11,Corporate,Email,395,19,535269,158261.68,1,4,36,0
Female,Single,Student,Dedza,12,Retail,Phone,431,3,4598963,0.0,3,5,46,1
Female,Married,Driver,Mulanje,4,SME,Email,794,16,9337836,121021.05,2,2,38,0
Male,Married,Teacher,Mulanje,16,SME,Phone,447,20,7064973,0.0,3,3,36,0
Female,Single,Driver,Thyolo,8,Retail,Email,675,16,5186251,0.0,4,5,54,1
Female,Married,Engineer,Neno,6,Retail,Email,737,7,7451052,137715.66,2,4,63,0
Male,Single,Nurse,Salima,3,Corporate,Email,809,14,7135154,121192.22,3,4,31,0
Male,Married,Engineer,Salima,16,Retail,Email,411,9,1196314,0.0,2,3,31,0
Male,Married,Civil Servant,Dowa,20,Retail,Phone,821,9,3969823,100486.18,1,3,44,0
Male,Divorced,Engineer,Mzimba,18,SME,Phone,389,18,662436,0.0,3,5,45,1
Male,Divorced,Engineer,Mangochi,7,SME,Email,794,4,7114007,92566.53,4,2,35,0
